YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE
2017,California,USDA Forest Service,Klamath National Forest,OAK,6016,8/11/17,10/10/17,1 - Lightning,CONT_DATE est frm Inciweb/IRWIN - Eclipse Comp SRF Young & clear merge,45403,91125.33,3 - Infrared,Suppression (Wildfire)
2017,California,USDA Forest Service,Klamath National Forest,WALLOW,6029,8/11/17,11/13/17,1 - Lightning,CONT_DATE est from other Salmon-August fires,5272,63785.07,3 - Infrared,Suppression (Wildfire)
2017,California,USDA Forest Service,Eldorado National Forest,TABLE,26677,9/8/17,10/27/17,1 - Lightning,,500,426.7024,1 - GPS Ground,Suppression (Wildfire)
2017,California,USDA Forest Service,Cleveland National Forest,LOST,2387,7/22/17,7/26/17,4 - Campfire,Job Code = P5K7P5 0502. CALFIRE inc # 17587,251,250.5664,1 - GPS Ground,Suppression (Wildfire)
2017,California,USDA Forest Service,Cleveland National Forest,WILDOMAR,3839,10/26/17,11/8/17,10 - Vehicle,CALFIRE inc#132200 ohv crash,866,866.273,1 - GPS Ground,Suppression (Wildfire)
2017,California,USDA Forest Service,San Bernardino National Forest,HOLCOMB,9443,6/19/17,7/9/17,9 - Miscellaneous,CONT_DATE  based on FIRESTAT Fire Out Date/Time,1503,1505.491,1 - GPS Ground,Suppression (Wildfire)
2017,California,USDA Forest Service,San Bernardino National Forest,BRIDGE 2,10839,7/14/17,7/14/17,9 - Miscellaneous,CONT_DATE  based on FIRESTAT Fire Out Date/Time,460,460.2896,1 - GPS Ground,Suppression (Wildfire)
2017,California,USDA Forest Service,San Bernardino National Forest,MART,9802,6/27/17,7/8/17,7 - Arson,CONT_DATE  based on FIRESTAT Fire Out Date/Time,670,669.2087,8 - Unknown,Suppression (Wildfire)
2017,California,USDA Forest Service,Modoc National Forest,DOBE,541,7/13/17,7/18/17,1 - Lightning,<Null>,410,381.0148,1 - GPS Ground,Suppression (Wildfire)
2017,California,USDA Forest Service,Modoc National Forest,RIMROCK,656,7/24/17,11/29/17,1 - Lightning,<Null>,1492.92,1492.398,1 - GPS Ground,Suppression (Wildfire)
2017,California,USDA Forest Service,Modoc National Forest,COVE,722,7/25/17,9/6/17,1 - Lightning,<Null>,30886.5,30890.86,3 - Infrared,Suppression (Wildfire)
2017,California,USDA Forest Service,Modoc National Forest,CLARK,773,7/26/17,9/11/17,1 - Lightning,CONT_DATE  based on FIRESTAT Fire Out Date/Time,254.88,254.8858,1 - GPS Ground,Suppression (Wildfire)
2017,California,USDA Forest Service,Modoc National Forest,STEELE,776,7/26/17,8/13/17,1 - Lightning,<Null>,45690.4,45704.01,3 - Infrared,Suppression (Wildfire)
2017,California,USDA Forest Service,Modoc National Forest,LAKE,794,7/27/17,8/31/17,1 - Lightning,<Null>,4489.25,4490.607,3 - Infrared,Suppression (Wildfire)
2017,California,USDA Forest Service,Modoc National Forest,CHALK,904,8/7/17,8/7/17,1 - Lightning,<Null>,250,115.3048,8 - Unknown,Suppression (Wildfire)
2017,California,USDA Forest Service,Modoc National Forest,JONES,1101,8/23/17,9/11/17,1 - Lightning,<Null>,292,281.273,1 - GPS Ground,Suppression (Wildfire)
2017,California,USDA Forest Service,Modoc National Forest,BOLES,1102,8/23/17,9/11/17,1 - Lightning,<Null>,370.54,313.2321,8 - Unknown,Suppression (Wildfire)
2017,California,USDA Forest Service,Modoc National Forest,CANTRALL,698,7/25/17,8/4/17,1 - Lightning,,119,120.976,8 - Unknown,Suppression (Wildfire)
2017,California,USDA Forest Service,Siskiyou CAL FIRE,BATTLE,415,6/28/17,7/1/17,2 - Equipment Use,,640,653.5079,8 - Unknown,Suppression (Wildfire)
2017,California,USDA Forest Service,Inyo National Forest,GRANT,1235,7/31/17,8/3/17,1 - Lightning,"Lightning caused fire, patrolled last on 10/24 as*",400,394.8168,8 - Unknown,Suppression (Wildfire)
2017,California,USDA Forest Service,Inyo National Forest,INDIAN,1264,8/3/17,8/31/17,1 - Lightning,Lightning fire allowed to burn to natural barrier*,2295,2294.247,8 - Unknown,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Butte CAL FIRE,SKYWAY,9607,6/16/17,6/19/17,10 - Vehicle,<Null>,145,143.6004,1 - GPS Ground,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Butte CAL FIRE,CHEROKEE,15933,10/8/17,11/5/17,11 - Powerline,,8417,8415.803,1 - GPS Ground,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Butte CAL FIRE,PONDEROSA,13737,8/29/17,10/28/17,7 - Arson,USFS INC #00001390,4016,4015.732,1 - GPS Ground,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Butte CAL FIRE,WALL,10975,7/7/17,8/3/17,2 - Equipment Use,,6033,6028.49,1 - GPS Ground,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Butte CAL FIRE,SODA,15314,9/28/17,10/30/17,1 - Lightning,,148,147.0237,1 - GPS Ground,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Butte CAL FIRE,HONEY,15990,10/9/17,10/30/17,11 - Powerline, ,150,153.5117,1 - GPS Ground,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,San Mateo - Santa Cruz CAL FIRE,BEAR,7822,10/16/17,10/25/17,7 - Arson, ,391,317.201,7 - Mixed Collection Methods,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Monterey - San Benito CAL FIRE,PARKFIELD,3551,7/8/17,7/8/17,11 - Powerline,<Null>,1816,1821.772,2 - GPS Air,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,San Bernardino CAL FIRE,OAK,17005,11/29/17,12/7/17,10 - Vehicle,<Null>,325.513537,325.5135,2 - GPS Air,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,San Bernardino CAL FIRE,HIGH,10322,7/23/17,7/27/17,9 - Miscellaneous,<Null>,157.589464,157.5895,2 - GPS Air,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,San Bernardino CAL FIRE,BRYANT 2,10918,8/3/17,8/11/17,7 - Arson,<Null>,<Null>,336.6238,2 - GPS Air,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Amador - El Dorado CAL FIRE,LATROBE,21652,7/26/17,7/26/17,5 - Debris, ,1268,1268.11,1 - GPS Ground,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Amador - El Dorado CAL FIRE,RANCH,21638,7/26/17,7/31/17,2 - Equipment Use, ,138,138.5487,1 - GPS Ground,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Amador - El Dorado CAL FIRE,FRENCH,27595,9/17/17,9/18/17,14 - Unknown / Unidentified,<Null>,136,130.7719,1 - GPS Ground,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Amador - El Dorado CAL FIRE,LARGO,22043,7/30/17,7/30/17,7 - Arson,<Null>,237,237.9169,1 - GPS Ground,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Nevada - Yuba - Placer CAL FIRE,CASCADE,26269,10/8/17,10/26/17,14 - Unknown / Unidentified,"NEU Wind Complex, merged w/ LaPorte",9989,16140.8,7 - Mixed Collection Methods,Suppression (Wildfire)
2017,California,National Park Service,Yosemite National Park,EMPIRE,84,7/31/17,11/27/17,1 - Lightning,<Null>,0,8577.552,7 - Mixed Collection Methods,Suppression (Wildfire)
2017,California,Contract County,Los Angeles City FD,LA TUNA,965,9/1/17,9/8/17,14 - Unknown / Unidentified,"5 residential structures, 5 outbuildings lost",7194,7051.351,8 - Unknown,Suppression (Wildfire)
2017,California,USDA Forest Service,Modoc National Forest,PARKER2 ,862,8/3/17,8/15/17,1 - Lightning,<Null>,7692,7693.319,3 - Infrared,Suppression (Wildfire)
2017,California,National Park Service,Yosemite National Park,SOUTH FORK,108,8/13/17,11/3/17,1 - Lightning,no new growth past 10/11,7000,7560.077,8 - Unknown,Suppression (Wildfire)
2017,California,California Department of Forestry and Fire Protection,Sonoma - Lake - Napa CAL FIRE,REDWOOD VALLEY,12172,10/8/17,10/25/17,14 - Unknown / Unidentified,Mendocino Lake Complex,<Null>,36522.95,8 - Unknown,Suppression (Wildfire)
2017,California,USDA Forest Service,Rouge River- Siskiyou,ABNEY,568,8/10/17,1/10/18,1 - Lightning,"Miller Complex, cause from Incinet, Cont Date based on Fire out date",<Null>,32893.26,8 - Unknown,Suppression (Wildfire)
2017,California,USDA Forest Service,Rouge River- Siskiyou,KNOX,612,8/11/17,11/28/17,1 - Lightning,"Miller Complex, cause from Incinet, Cont Date based on Fire out date",<Null>,492.5997,8 - Unknown,Suppression (Wildfire)
2017,California,Department of Defense,Camp Pendleton Marine Corps Base,CRISTIANITOS,1702047,6/28/17,6/30/17,9 - Miscellaneous,started by RC bicycle,<Null>,702.3066,5 - Photo Interpretation,Suppression (Wildfire)
